run_id,key,value,step,timestamp
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.175384521484375,0,1734287549791
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.1318511962890625,1,1734287549879
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.253021240234375,2,1734287549904
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.2356719970703125,3,1734287549929
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.3349609375,4,1734287549954
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.208770751953125,5,1734287549980
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.1707000732421875,6,1734287550005
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.1320343017578125,7,1734287550029
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.20330810546875,8,1734287550056
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.12750244140625,9,1734287550082
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.2767333984375,10,1734287550108
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.2234344482421875,11,1734287550132
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.1829986572265625,12,1734287550156
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.182342529296875,13,1734287550180
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.217559814453125,14,1734287550204
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.0821990966796875,15,1734287550227
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.323394775390625,16,1734287550253
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.2744293212890625,17,1734287550277
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.2243804931640625,18,1734287550301
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.2073974609375,19,1734287550327
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.34930419921875,20,1734287550353
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.413787841796875,21,1734287550379
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.3241119384765625,22,1734287550404
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.199005126953125,23,1734287550429
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.1329498291015625,24,1734287550455
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.25396728515625,25,1734287550480
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.333221435546875,26,1734287550505
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.2220458984375,27,1734287550536
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.1524810791015625,28,1734287550567
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.196563720703125,29,1734287550597
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.2842254638671875,30,1734287550621
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.208282470703125,31,1734287550646
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.25439453125,32,1734287550671
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.1785125732421875,33,1734287550702
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.224151611328125,34,1734287550727
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.2608184814453125,35,1734287550752
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.1536865234375,36,1734287550777
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.130096435546875,37,1734287550802
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.1962738037109375,38,1734287550830
9a66d5bc7e18434a9b32848b8f77c9c9,train_loss,3.142242431640625,39,1734287550854
9a66d5bc7e18434a9b32848b8f77c9c9,train_perplexity,23.93602180480957,0,1734287549864
