run_id,key,value,step,timestamp
5c9620641cad43c189d5225b0f849b04,train_loss,10.60498046875,0,1734207178305
5c9620641cad43c189d5225b0f849b04,train_loss,10.60595703125,1,1734207178350
5c9620641cad43c189d5225b0f849b04,train_loss,10.3232421875,2,1734207178368
5c9620641cad43c189d5225b0f849b04,train_loss,9.998046875,3,1734207178386
5c9620641cad43c189d5225b0f849b04,train_loss,9.62255859375,4,1734207178404
5c9620641cad43c189d5225b0f849b04,train_loss,9.32666015625,5,1734207178422
5c9620641cad43c189d5225b0f849b04,train_loss,9.15234375,6,1734207178443
5c9620641cad43c189d5225b0f849b04,train_loss,9.10546875,7,1734207178467
5c9620641cad43c189d5225b0f849b04,train_loss,8.90966796875,8,1734207178489
5c9620641cad43c189d5225b0f849b04,train_loss,8.951171875,9,1734207178509
5c9620641cad43c189d5225b0f849b04,train_loss,8.9443359375,10,1734207178529
5c9620641cad43c189d5225b0f849b04,train_loss,8.873046875,11,1734207178550
5c9620641cad43c189d5225b0f849b04,train_loss,8.91552734375,12,1734207178571
5c9620641cad43c189d5225b0f849b04,train_loss,8.86767578125,13,1734207178592
5c9620641cad43c189d5225b0f849b04,train_loss,8.81591796875,14,1734207178613
5c9620641cad43c189d5225b0f849b04,train_loss,8.837890625,15,1734207178637
5c9620641cad43c189d5225b0f849b04,train_loss,8.701416015625,16,1734207178657
5c9620641cad43c189d5225b0f849b04,train_loss,8.72900390625,17,1734207178678
5c9620641cad43c189d5225b0f849b04,train_loss,8.853515625,18,1734207178699
5c9620641cad43c189d5225b0f849b04,train_loss,8.65869140625,19,1734207178716
5c9620641cad43c189d5225b0f849b04,train_loss,8.78173828125,20,1734207178734
5c9620641cad43c189d5225b0f849b04,train_loss,8.6591796875,21,1734207178752
5c9620641cad43c189d5225b0f849b04,train_loss,8.77490234375,22,1734207178780
5c9620641cad43c189d5225b0f849b04,train_loss,8.669921875,23,1734207178799
5c9620641cad43c189d5225b0f849b04,train_loss,8.634765625,24,1734207178819
5c9620641cad43c189d5225b0f849b04,train_loss,8.4482421875,25,1734207178838
5c9620641cad43c189d5225b0f849b04,train_loss,8.62841796875,26,1734207178859
5c9620641cad43c189d5225b0f849b04,train_loss,8.46630859375,27,1734207178879
5c9620641cad43c189d5225b0f849b04,train_loss,12.2568359375,28,1734207178900
5c9620641cad43c189d5225b0f849b04,train_loss,8.44091796875,29,1734207178921
5c9620641cad43c189d5225b0f849b04,train_loss,8.371337890625,30,1734207178942
5c9620641cad43c189d5225b0f849b04,train_loss,8.374267578125,31,1734207178962
5c9620641cad43c189d5225b0f849b04,train_loss,8.333984375,32,1734207178981
5c9620641cad43c189d5225b0f849b04,train_loss,8.314208984375,33,1734207178999
5c9620641cad43c189d5225b0f849b04,train_loss,8.277587890625,34,1734207179017
5c9620641cad43c189d5225b0f849b04,train_loss,8.216064453125,35,1734207179036
5c9620641cad43c189d5225b0f849b04,train_loss,8.126220703125,36,1734207179053
5c9620641cad43c189d5225b0f849b04,train_loss,7.99755859375,37,1734207179071
5c9620641cad43c189d5225b0f849b04,train_loss,7.97705078125,38,1734207179088
5c9620641cad43c189d5225b0f849b04,train_loss,7.966552734375,39,1734207179106
5c9620641cad43c189d5225b0f849b04,train_loss,7.978759765625,40,1734207179126
5c9620641cad43c189d5225b0f849b04,train_loss,7.943115234375,41,1734207179144
5c9620641cad43c189d5225b0f849b04,train_loss,7.833740234375,42,1734207179162
5c9620641cad43c189d5225b0f849b04,train_loss,7.916259765625,43,1734207179179
5c9620641cad43c189d5225b0f849b04,train_loss,7.862060546875,44,1734207179197
5c9620641cad43c189d5225b0f849b04,train_loss,7.879150390625,45,1734207179214
5c9620641cad43c189d5225b0f849b04,train_loss,7.867431640625,46,1734207179232
5c9620641cad43c189d5225b0f849b04,train_loss,7.791015625,47,1734207179249
5c9620641cad43c189d5225b0f849b04,train_loss,7.814697265625,48,1734207179266
5c9620641cad43c189d5225b0f849b04,train_loss,7.723388671875,49,1734207179284
5c9620641cad43c189d5225b0f849b04,train_loss,7.681884765625,50,1734207179301
5c9620641cad43c189d5225b0f849b04,train_loss,7.72998046875,51,1734207179319
5c9620641cad43c189d5225b0f849b04,train_loss,7.74658203125,52,1734207179337
5c9620641cad43c189d5225b0f849b04,train_loss,7.666748046875,53,1734207179355
5c9620641cad43c189d5225b0f849b04,train_loss,7.699951171875,54,1734207179373
5c9620641cad43c189d5225b0f849b04,train_loss,7.591064453125,55,1734207179392
5c9620641cad43c189d5225b0f849b04,train_loss,7.523193359375,56,1734207179410
5c9620641cad43c189d5225b0f849b04,train_loss,7.556640625,57,1734207179428
5c9620641cad43c189d5225b0f849b04,train_loss,7.502197265625,58,1734207179447
5c9620641cad43c189d5225b0f849b04,train_loss,7.67236328125,59,1734207179465
5c9620641cad43c189d5225b0f849b04,train_loss,7.5859375,60,1734207179484
5c9620641cad43c189d5225b0f849b04,train_loss,7.59228515625,61,1734207179502
5c9620641cad43c189d5225b0f849b04,train_loss,7.484375,62,1734207179520
5c9620641cad43c189d5225b0f849b04,train_loss,7.447998046875,63,1734207179538
5c9620641cad43c189d5225b0f849b04,train_loss,7.532470703125,64,1734207179555
5c9620641cad43c189d5225b0f849b04,train_loss,7.473388671875,65,1734207179575
5c9620641cad43c189d5225b0f849b04,train_loss,7.52197265625,66,1734207179592
5c9620641cad43c189d5225b0f849b04,train_loss,7.3740234375,67,1734207179609
5c9620641cad43c189d5225b0f849b04,train_loss,7.2900390625,68,1734207179627
5c9620641cad43c189d5225b0f849b04,train_loss,7.4248046875,69,1734207179644
5c9620641cad43c189d5225b0f849b04,train_loss,7.355224609375,70,1734207179663
5c9620641cad43c189d5225b0f849b04,train_loss,7.616455078125,71,1734207179681
5c9620641cad43c189d5225b0f849b04,train_loss,7.28076171875,72,1734207179698
5c9620641cad43c189d5225b0f849b04,train_loss,7.424560546875,73,1734207179716
5c9620641cad43c189d5225b0f849b04,train_loss,7.429443359375,74,1734207179735
5c9620641cad43c189d5225b0f849b04,train_loss,6.9410400390625,75,1734207179753
5c9620641cad43c189d5225b0f849b04,train_loss,7.165283203125,76,1734207179772
5c9620641cad43c189d5225b0f849b04,train_loss,7.323974609375,77,1734207179792
5c9620641cad43c189d5225b0f849b04,train_loss,7.328125,78,1734207179811
5c9620641cad43c189d5225b0f849b04,train_loss,7.31103515625,79,1734207179829
5c9620641cad43c189d5225b0f849b04,train_loss,7.344970703125,80,1734207179846
5c9620641cad43c189d5225b0f849b04,train_loss,7.27783203125,81,1734207179864
5c9620641cad43c189d5225b0f849b04,train_loss,7.248779296875,82,1734207179882
5c9620641cad43c189d5225b0f849b04,train_loss,7.25244140625,83,1734207179899
5c9620641cad43c189d5225b0f849b04,train_loss,7.482177734375,84,1734207179918
5c9620641cad43c189d5225b0f849b04,train_loss,7.43212890625,85,1734207179935
5c9620641cad43c189d5225b0f849b04,train_loss,7.182861328125,86,1734207179953
5c9620641cad43c189d5225b0f849b04,train_loss,7.17333984375,87,1734207179972
5c9620641cad43c189d5225b0f849b04,train_loss,7.208740234375,88,1734207179989
5c9620641cad43c189d5225b0f849b04,train_loss,7.194091796875,89,1734207180005
5c9620641cad43c189d5225b0f849b04,train_loss,7.1494140625,90,1734207180025
5c9620641cad43c189d5225b0f849b04,train_loss,7.255859375,91,1734207180042
5c9620641cad43c189d5225b0f849b04,train_loss,7.18212890625,92,1734207180059
5c9620641cad43c189d5225b0f849b04,train_loss,7.185546875,93,1734207180077
5c9620641cad43c189d5225b0f849b04,train_loss,7.0556640625,94,1734207180094
5c9620641cad43c189d5225b0f849b04,train_loss,7.013427734375,95,1734207180111
5c9620641cad43c189d5225b0f849b04,train_loss,7.2841796875,96,1734207180129
5c9620641cad43c189d5225b0f849b04,train_loss,7.230712890625,97,1734207180147
5c9620641cad43c189d5225b0f849b04,train_loss,7.161376953125,98,1734207180164
5c9620641cad43c189d5225b0f849b04,train_loss,7.14794921875,99,1734207180182
5c9620641cad43c189d5225b0f849b04,train_loss,7.18505859375,100,1734207180200
5c9620641cad43c189d5225b0f849b04,train_loss,6.927978515625,101,1734207180218
5c9620641cad43c189d5225b0f849b04,train_loss,7.00341796875,102,1734207180237
5c9620641cad43c189d5225b0f849b04,train_loss,7.01123046875,103,1734207180255
5c9620641cad43c189d5225b0f849b04,train_loss,7.0078125,104,1734207180274
5c9620641cad43c189d5225b0f849b04,train_loss,7.04052734375,105,1734207180292
5c9620641cad43c189d5225b0f849b04,train_loss,7.1201171875,106,1734207180311
5c9620641cad43c189d5225b0f849b04,train_loss,7.0546875,107,1734207180329
5c9620641cad43c189d5225b0f849b04,train_loss,7.224365234375,108,1734207180347
5c9620641cad43c189d5225b0f849b04,train_loss,6.9921875,109,1734207180365
5c9620641cad43c189d5225b0f849b04,train_loss,7.0380859375,110,1734207180383
5c9620641cad43c189d5225b0f849b04,train_loss,7.12158203125,111,1734207180401
5c9620641cad43c189d5225b0f849b04,train_loss,7.119384765625,112,1734207180418
5c9620641cad43c189d5225b0f849b04,train_loss,7.08251953125,113,1734207180437
5c9620641cad43c189d5225b0f849b04,train_loss,6.969482421875,114,1734207180454
5c9620641cad43c189d5225b0f849b04,train_loss,6.857177734375,115,1734207180472
5c9620641cad43c189d5225b0f849b04,train_loss,7.146728515625,116,1734207180489
5c9620641cad43c189d5225b0f849b04,train_loss,7.24267578125,117,1734207180507
5c9620641cad43c189d5225b0f849b04,train_loss,7.060302734375,118,1734207180526
5c9620641cad43c189d5225b0f849b04,train_loss,6.806396484375,119,1734207180544
5c9620641cad43c189d5225b0f849b04,train_loss,6.961669921875,120,1734207180561
5c9620641cad43c189d5225b0f849b04,train_loss,7.156982421875,121,1734207180580
5c9620641cad43c189d5225b0f849b04,train_loss,6.973388671875,122,1734207180597
5c9620641cad43c189d5225b0f849b04,train_loss,6.7939453125,123,1734207180615
5c9620641cad43c189d5225b0f849b04,train_loss,7.116455078125,124,1734207180632
5c9620641cad43c189d5225b0f849b04,train_loss,7.02099609375,125,1734207180650
5c9620641cad43c189d5225b0f849b04,train_loss,7.0341796875,126,1734207180667
5c9620641cad43c189d5225b0f849b04,train_loss,7.06298828125,127,1734207180686
5c9620641cad43c189d5225b0f849b04,train_loss,7.01220703125,128,1734207180704
5c9620641cad43c189d5225b0f849b04,train_loss,6.9072265625,129,1734207180721
5c9620641cad43c189d5225b0f849b04,train_loss,6.975830078125,130,1734207180740
5c9620641cad43c189d5225b0f849b04,train_loss,7.02880859375,131,1734207180758
5c9620641cad43c189d5225b0f849b04,train_loss,6.951416015625,132,1734207180776
5c9620641cad43c189d5225b0f849b04,train_loss,6.88232421875,133,1734207180793
5c9620641cad43c189d5225b0f849b04,train_loss,6.92138671875,134,1734207180811
5c9620641cad43c189d5225b0f849b04,train_loss,6.882568359375,135,1734207180828
5c9620641cad43c189d5225b0f849b04,train_loss,6.8779296875,136,1734207180846
5c9620641cad43c189d5225b0f849b04,train_loss,6.896484375,137,1734207180864
5c9620641cad43c189d5225b0f849b04,train_loss,6.88232421875,138,1734207180881
5c9620641cad43c189d5225b0f849b04,train_loss,6.933349609375,139,1734207180899
5c9620641cad43c189d5225b0f849b04,train_loss,6.84228515625,140,1734207180917
5c9620641cad43c189d5225b0f849b04,train_loss,7.06103515625,141,1734207180936
5c9620641cad43c189d5225b0f849b04,train_loss,7.0107421875,142,1734207180955
5c9620641cad43c189d5225b0f849b04,train_loss,6.69482421875,143,1734207180972
5c9620641cad43c189d5225b0f849b04,train_loss,6.971923828125,144,1734207180989
